,time,open,high,low,close,volume
806,2025-10-25 20:15:00,194.27,194.43,194.23,194.38,8632.3
807,2025-10-25 20:20:00,194.38,194.51,194.26,194.4,6869.9
808,2025-10-25 20:25:00,194.4,194.58,194.4,194.4,15101.4
809,2025-10-25 20:30:00,194.4,194.42,193.96,194.09,45318.6
810,2025-10-25 20:35:00,194.09,194.11,193.6,194.0,41436.0
811,2025-10-25 20:40:00,194.0,194.33,193.92,194.12,46377.3
812,2025-10-25 20:45:00,194.12,194.85,194.12,194.77,39985.3
813,2025-10-25 20:50:00,194.77,195.0,194.34,194.35,29144.3
814,2025-10-25 20:55:00,194.35,194.58,194.02,194.07,22039.7
815,2025-10-25 21:00:00,194.07,194.23,194.0,194.19,10376.7
816,2025-10-25 21:05:00,194.19,194.39,194.08,194.35,8483.1
817,2025-10-25 21:10:00,194.35,194.7,194.3,194.57,17339.2
818,2025-10-25 21:15:00,194.57,194.73,194.28,194.59,10409.4
819,2025-10-25 21:20:00,194.59,194.75,194.35,194.36,7162.6
820,2025-10-25 21:25:00,194.36,194.5,194.24,194.35,4165.2
821,2025-10-25 21:30:00,194.35,194.43,194.09,194.13,7419.8
822,2025-10-25 21:35:00,194.13,194.23,194.06,194.16,4054.7
823,2025-10-25 21:40:00,194.16,194.17,193.84,193.85,10956.7
824,2025-10-25 21:45:00,193.85,194.02,193.73,193.94,13239.5
825,2025-10-25 21:50:00,193.94,194.27,193.94,194.21,8750.9
826,2025-10-25 21:55:00,194.21,194.34,194.13,194.33,3785.3
827,2025-10-25 22:00:00,194.33,194.34,193.95,194.14,14352.4
828,2025-10-25 22:05:00,194.14,194.33,193.95,194.18,8909.7
829,2025-10-25 22:10:00,194.18,194.25,193.9,194.03,4579.9
830,2025-10-25 22:15:00,194.03,194.26,193.92,194.23,12686.3
831,2025-10-25 22:20:00,194.23,194.33,193.89,193.95,19314.1
832,2025-10-25 22:25:00,193.95,194.09,193.85,194.08,7909.5
833,2025-10-25 22:30:00,194.08,194.32,194.07,194.32,5846.3
834,2025-10-25 22:35:00,194.32,194.39,194.25,194.28,4397.3
835,2025-10-25 22:40:00,194.28,194.36,194.18,194.28,6723.8
836,2025-10-25 22:45:00,194.28,194.38,194.18,194.36,3769.5
837,2025-10-25 22:50:00,194.36,194.69,194.36,194.54,10387.5
838,2025-10-25 22:55:00,194.54,194.58,194.41,194.42,3068.2
839,2025-10-25 23:00:00,194.42,194.47,194.2,194.44,6438.9
840,2025-10-25 23:05:00,194.44,194.64,194.35,194.61,5673.8
841,2025-10-25 23:10:00,194.61,194.69,194.54,194.62,6492.2
842,2025-10-25 23:15:00,194.62,194.69,194.18,194.23,11281.9
843,2025-10-25 23:20:00,194.23,194.23,194.08,194.16,7967.8
844,2025-10-25 23:25:00,194.16,194.26,194.11,194.17,3386.0
845,2025-10-25 23:30:00,194.17,194.18,193.92,194.15,5657.0
846,2025-10-25 23:35:00,194.15,194.18,194.04,194.16,2294.5
847,2025-10-25 23:40:00,194.16,194.16,193.94,193.94,3219.9
848,2025-10-25 23:45:00,193.94,194.13,193.91,194.0,5843.8
849,2025-10-25 23:50:00,194.0,194.0,193.76,193.91,14488.2
850,2025-10-25 23:55:00,193.91,194.05,193.77,193.77,8019.0
851,2025-10-26 00:00:00,193.77,193.84,192.95,193.3,99000.2
852,2025-10-26 00:05:00,193.3,193.4,193.07,193.34,26142.3
853,2025-10-26 00:10:00,193.34,193.43,193.29,193.42,10039.1
854,2025-10-26 00:15:00,193.42,193.83,193.42,193.59,37760.1
855,2025-10-26 00:20:00,193.59,193.86,193.58,193.6,7157.7
856,2025-10-26 00:25:00,193.6,193.99,193.59,193.95,8429.9
857,2025-10-26 00:30:00,193.95,194.16,193.87,194.14,15647.2
858,2025-10-26 00:35:00,194.14,194.27,194.0,194.26,8235.9
859,2025-10-26 00:40:00,194.26,194.28,193.98,194.09,10620.0
860,2025-10-26 00:45:00,194.09,194.25,193.7,193.73,15086.7
861,2025-10-26 00:50:00,193.73,193.75,193.25,193.31,19021.4
862,2025-10-26 00:55:00,193.31,193.41,193.15,193.22,17155.5
863,2025-10-26 01:00:00,193.22,193.46,193.07,193.42,8146.2
864,2025-10-26 01:05:00,193.42,193.57,193.28,193.32,10529.5
865,2025-10-26 01:10:00,193.32,193.59,193.27,193.48,6563.3
866,2025-10-26 01:15:00,193.48,193.67,193.39,193.4,9668.7
867,2025-10-26 01:20:00,193.4,193.51,193.23,193.36,5240.4
868,2025-10-26 01:25:00,193.36,193.41,193.28,193.34,4758.6
869,2025-10-26 01:30:00,193.34,193.54,193.24,193.54,7645.6
870,2025-10-26 01:35:00,193.54,193.6,193.34,193.52,3422.3
871,2025-10-26 01:40:00,193.52,193.56,193.36,193.45,2410.0
872,2025-10-26 01:45:00,193.45,193.6,193.37,193.48,3289.5
873,2025-10-26 01:50:00,193.48,193.58,193.27,193.36,3041.1
874,2025-10-26 01:55:00,193.36,193.53,191.99,192.71,191448.2
875,2025-10-26 02:00:00,192.71,192.71,192.3,192.51,19595.8
876,2025-10-26 02:05:00,192.51,192.87,192.5,192.61,11438.3
877,2025-10-26 02:10:00,192.61,192.72,192.55,192.66,9166.4
878,2025-10-26 02:15:00,192.66,192.97,192.62,192.85,6702.6
879,2025-10-26 02:20:00,192.85,192.85,192.47,192.57,17529.5
880,2025-10-26 02:25:00,192.57,192.89,192.52,192.88,8234.5
881,2025-10-26 02:30:00,192.88,193.02,192.78,192.87,14439.8
882,2025-10-26 02:35:00,192.87,192.89,192.41,192.47,8705.2
883,2025-10-26 02:40:00,192.47,192.64,192.38,192.43,9586.2
884,2025-10-26 02:45:00,192.43,192.51,192.13,192.19,23916.3
885,2025-10-26 02:50:00,192.19,192.2,191.56,192.05,86391.2
886,2025-10-26 02:55:00,192.05,192.19,191.96,192.12,10394.6
887,2025-10-26 03:00:00,192.12,192.14,191.86,192.1,16844.4
888,2025-10-26 03:05:00,192.1,192.22,191.97,192.11,7385.1
889,2025-10-26 03:10:00,192.11,192.25,192.07,192.13,7949.8
890,2025-10-26 03:15:00,192.13,192.87,192.06,192.71,114894.2
891,2025-10-26 03:20:00,192.71,192.87,192.65,192.75,7862.8
892,2025-10-26 03:25:00,192.75,192.88,192.71,192.87,2843.6
893,2025-10-26 03:30:00,192.87,192.96,192.78,192.92,6199.3
894,2025-10-26 03:35:00,192.92,192.95,192.7,192.73,4922.9
895,2025-10-26 03:40:00,192.73,192.87,192.52,192.59,7638.6
896,2025-10-26 03:45:00,192.59,192.85,192.47,192.84,5942.1
897,2025-10-26 03:50:00,192.84,192.91,192.75,192.85,7914.4
898,2025-10-26 03:55:00,192.85,192.89,192.72,192.89,6963.6
899,2025-10-26 04:00:00,192.89,193.09,192.73,193.09,14557.8
900,2025-10-26 04:05:00,193.09,193.24,193.0,193.11,19080.2
901,2025-10-26 04:10:00,193.11,193.31,193.1,193.26,9254.6
902,2025-10-26 04:15:00,193.26,193.27,193.1,193.22,4465.4
903,2025-10-26 04:20:00,193.22,193.44,193.11,193.41,13936.3
904,2025-10-26 04:25:00,193.41,193.43,193.13,193.13,7286.1
905,2025-10-26 04:30:00,193.13,193.27,193.09,193.2,4398.7
906,2025-10-26 04:35:00,193.2,193.2,193.01,193.06,3196.9
907,2025-10-26 04:40:00,193.06,193.11,193.0,193.11,4542.3
908,2025-10-26 04:45:00,193.11,193.25,193.03,193.14,3695.1
909,2025-10-26 04:50:00,193.14,193.25,193.11,193.12,2614.6
910,2025-10-26 04:55:00,193.12,193.13,192.71,192.8,33778.5
911,2025-10-26 05:00:00,192.8,192.87,192.63,192.84,19245.7
912,2025-10-26 05:05:00,192.84,192.91,192.66,192.9,28589.4
913,2025-10-26 05:10:00,192.9,193.11,192.85,193.04,16403.1
914,2025-10-26 05:15:00,193.04,193.11,192.96,193.1,4046.5
